contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPXW250912C04000000,2025-08-15 17:19:31+00:00,4000.0,2464.15,0.0,0.0,0.0,0.0,75.0,405,1.0000000000000003e-05,True,REGULAR,USD
SPXW250912C04600000,2025-08-15 18:42:31+00:00,4600.0,1869.67,0.0,0.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPXW250912C04800000,2025-08-15 18:42:31+00:00,4800.0,1670.77,0.0,0.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPXW250912C05000000,2025-08-15 17:19:31+00:00,5000.0,1469.23,0.0,0.0,0.0,0.0,75.0,1405,1.0000000000000003e-05,True,REGULAR,USD
SPXW250912C05100000,2025-08-14 13:54:37+00:00,5100.0,1371.98,0.0,0.0,0.0,0.0,,2,1.0000000000000003e-05,True,REGULAR,USD
SPXW250912C05150000,2025-08-11 13:54:44+00:00,5150.0,1256.35,0.0,0.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPXW250912C05200000,2025-08-14 13:54:37+00:00,5200.0,1272.7,0.0,0.0,0.0,0.0,,2,1.0000000000000003e-05,True,REGULAR,USD
SPXW250912C05250000,2025-08-20 14:36:52+00:00,5250.0,1118.38,0.0,0.0,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD
SPXW250912C05300000,2025-07-24 17:58:34+00:00,5300.0,1105.03,0.0,0.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPXW250912C05400000,2025-08-15 13:36:44+00:00,5400.0,1087.67,0.0,0.0,0.0,0.0,1.0,4,1.0000000000000003e-05,True,REGULAR,USD
SPXW250912C05425000,2025-08-15 13:36:44+00:00,5425.0,1062.77,0.0,0.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPXW250912C05450000,2025-08-14 13:55:46+00:00,5450.0,1018.63,0.0,0.0,0.0,0.0,1.0,4,1.0000000000000003e-05,True,REGULAR,USD
