contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPX250919C00200000,2025-08-20 18:38:07+00:00,200.0,6172.24,6249.5,6273.5,0.0,0.0,1.0,38.0,5.674319313354491,True,REGULAR,USD
SPX250919C00400000,2025-08-20 14:03:33+00:00,400.0,5970.75,6050.2,6074.2,0.0,0.0,1.0,12.0,4.471806168060302,True,REGULAR,USD
SPX250919C00600000,2025-06-27 19:19:59+00:00,600.0,5541.54,5774.2,5798.2,0.0,0.0,3.0,9.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C00800000,2025-08-18 13:43:38+00:00,800.0,5641.3,5651.6,5675.6,0.0,0.0,1.0,8.0,3.380128502807617,True,REGULAR,USD
SPX250919C01000000,2025-08-22 16:02:19+00:00,1000.0,5469.25,5452.4,5476.4,26.640137,0.48947358,9.0,1755.0,3.049074642944336,True,REGULAR,USD
SPXW250919C01200000,2025-08-18 17:47:32+00:00,1200.0,5241.62,0.0,0.0,0.0,0.0,1.0,4.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C01400000,2025-07-11 16:01:04+00:00,1400.0,4860.34,4986.6,5010.6,0.0,0.0,2.0,2.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C01600000,2025-06-23 15:40:02+00:00,1600.0,4392.52,4751.4,4768.8,0.0,0.0,2.0,8.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C01800000,2025-08-19 13:34:37+00:00,1800.0,4639.71,4655.2,4679.2,0.0,0.0,2.0,9.0,1.455080849609375,True,REGULAR,USD
SPX250919C02000000,2025-08-20 14:07:31+00:00,2000.0,4364.24,4456.0,4480.0,0.0,0.0,1.0,1652.0,1.5065942639160155,True,REGULAR,USD
SPXW250919C02200000,2025-05-13 01:24:08+00:00,2200.0,3647.1,3802.2,3812.9,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C02300000,2025-08-05 16:19:31+00:00,2300.0,4009.39,4157.1,4181.1,0.0,0.0,2.0,24.0,1.4331083032226561,True,REGULAR,USD
SPX250919C02400000,2025-08-13 16:07:15+00:00,2400.0,4057.41,4057.4,4081.4,0.0,0.0,20.0,330.0,1.396487392578125,True,REGULAR,USD
SPX250919C02500000,2025-08-19 18:30:24+00:00,2500.0,3909.63,3957.8,3981.8,0.0,0.0,1.0,2.0,1.3647492700195314,True,REGULAR,USD
SPX250919C02600000,2025-08-20 19:17:02+00:00,2600.0,3798.72,3858.2,3882.2,0.0,0.0,1.0,1.0,1.3315463110351557,True,REGULAR,USD
SPXW250919C02800000,2025-08-19 14:33:19+00:00,2800.0,3602.64,0.0,0.0,-49.610107,-1.3583436,1.0,3.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C02900000,2025-08-22 14:42:42+00:00,2900.0,3565.06,3559.3,3583.3,72.44995,2.0743783,1.0,30.0,1.223758764038086,True,REGULAR,USD
SPXW250919C03000000,2025-05-27 14:50:28+00:00,3000.0,2925.5,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C03100000,2025-08-22 13:58:16+00:00,3100.0,3303.72,3360.0,3384.0,43.20996,1.3252516,1.0,1.0,1.15076108215332,True,REGULAR,USD
SPX250919C03200000,2025-05-13 15:29:37+00:00,3200.0,2728.2,2761.3,2842.0,0.0,0.0,1.0,204.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C03250000,2025-07-16 14:43:21+00:00,3250.0,3010.18,3191.2,3215.2,0.0,0.0,30.0,127.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C03300000,2025-08-20 14:28:49+00:00,3300.0,3064.3,3160.7,3184.7,0.0,0.0,1.0,2.0,1.0788009927368165,True,REGULAR,USD
SPX250919C03400000,2025-07-18 19:49:55+00:00,3400.0,2910.12,3041.9,3065.9,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C03450000,2025-05-09 14:37:02+00:00,3450.0,2240.2,2573.9,2597.9,0.0,0.0,,2.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C03500000,2025-08-20 14:26:30+00:00,3500.0,2870.34,2961.5,2985.5,0.0,0.0,2.0,151.0,1.0102588549804685,True,REGULAR,USD
SPX250919C03550000,2025-07-11 16:01:04+00:00,3550.0,2731.21,2848.5,2872.5,0.0,0.0,2.0,2.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C03600000,2025-08-13 16:22:36+00:00,3600.0,2861.13,2861.9,2885.9,0.0,0.0,16.0,16.0,0.9762575616455078,True,REGULAR,USD
SPXW250919C03700000,2025-08-14 19:57:41+00:00,3700.0,2780.69,0.0,0.0,0.0,0.0,12.0,12.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C03750000,2025-05-27 17:50:12+00:00,3750.0,2212.69,2430.0,2468.7,0.0,0.0,1.0,218.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C03800000,2025-05-22 16:11:14+00:00,3800.0,2106.57,2198.1,2222.1,0.0,0.0,2.0,10.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C03825000,2024-10-28 18:00:29+00:00,3825.0,2155.73,2292.2,2325.2,0.0,0.0,,52.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C03850000,2024-10-28 18:03:06+00:00,3850.0,2132.24,2268.6,2301.7,0.0,0.0,,8.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C03875000,2024-10-28 18:04:00+00:00,3875.0,2108.01,2245.1,2278.2,0.0,0.0,,5.0,1.0000000000000003e-05,True,REGULAR,USD
SPXW250919C03900000,2025-08-15 17:32:52+00:00,3900.0,2571.34,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C03950000,2024-10-28 16:42:21+00:00,3950.0,2035.83,2174.6,2207.7,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C03975000,2024-10-28 17:13:46+00:00,3975.0,2009.78,2151.1,2184.2,0.0,0.0,,10.0,1.0000000000000003e-05,True,REGULAR,USD
SPXW250919C04000000,2025-08-14 13:41:43+00:00,4000.0,2461.38,0.0,0.0,0.0,0.0,1.0,35.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C04025000,2025-04-15 17:10:31+00:00,4025.0,1482.01,1942.0,1948.5,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C04050000,2024-10-28 16:33:44+00:00,4050.0,1945.59,2080.8,2113.9,0.0,0.0,,8.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C04075000,2024-10-28 17:57:59+00:00,4075.0,1925.25,2057.4,2090.6,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C04100000,2025-08-21 15:06:58+00:00,4100.0,2292.01,2363.9,2387.9,0.0,0.0,1.0,10.0,0.8098163549804687,True,REGULAR,USD
SPX250919C04125000,2025-08-15 19:30:23+00:00,4125.0,2340.08,2339.0,2363.0,0.0,0.0,7.0,9.0,0.8016682431030272,True,REGULAR,USD
SPX250919C04175000,2025-05-15 15:04:12+00:00,4175.0,1767.52,1827.4,1866.2,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPXW250919C04200000,2025-08-20 14:25:19+00:00,4200.0,2174.97,0.0,0.0,0.0,0.0,2.0,3.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C04225000,2025-08-15 13:34:59+00:00,4225.0,2255.72,2239.4,2263.4,0.0,0.0,1.0,2.0,0.7691520887756349,True,REGULAR,USD
SPX250919C04250000,2025-07-18 18:05:03+00:00,4250.0,2068.77,2196.3,2220.3,0.0,0.0,1.0,84.0,0.6556430920410157,True,REGULAR,USD
SPX250919C04275000,2025-04-15 18:36:38+00:00,4275.0,1244.78,1699.9,1706.2,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C04300000,2025-08-15 13:33:55+00:00,4300.0,2182.79,2164.8,2188.8,0.0,0.0,1.0,7.0,0.7461268063354493,True,REGULAR,USD
SPX250919C04350000,2025-08-15 19:51:21+00:00,4350.0,2114.44,2115.0,2139.0,0.0,0.0,4.0,119.0,0.729998427581787,True,REGULAR,USD
SPX250919C04375000,2024-10-28 17:15:22+00:00,4375.0,1644.26,1778.3,1811.4,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C04400000,2025-08-15 17:37:15+00:00,4400.0,2071.69,2065.2,2089.2,0.0,0.0,4.0,21.0,0.7139310833740236,True,REGULAR,USD
SPX250919C04425000,2025-08-15 16:05:16+00:00,4425.0,2036.62,2040.3,2064.3,0.0,0.0,3.0,4.0,0.705905040588379,True,REGULAR,USD
SPX250919C04450000,2025-08-15 14:58:27+00:00,4450.0,2014.78,2015.5,2039.5,0.0,0.0,1.0,2.0,0.6989928782653809,True,REGULAR,USD
SPXW250919C04475000,2025-08-15 15:47:48+00:00,4475.0,1982.73,0.0,0.0,0.0,0.0,,12.0,1.0000000000000003e-05,True,REGULAR,USD
SPX250919C04490000,2025-07-15 19:15:48+00:00,4490.0,1797.85,1996.8,2004.1,0.0,0.0,,3.0,0.7918798278045655,True,REGULAR,USD
