contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPXW250917P06450000,2025-08-22 19:45:11+00:00,6450.0,66.46,62.8,64.0,-49.590004,-42.731583,11.0,42,0.10493982837677,False,REGULAR,USD
SPXW250917P06460000,2025-08-20 15:17:25+00:00,6460.0,73.2,66.2,67.5,-54.100006,-42.49804,5.0,5,0.1030592014312744,False,REGULAR,USD
SPXW250917P06470000,2025-08-22 17:57:52+00:00,6470.0,70.67,69.9,71.1,-35.75,-33.593307,18.0,11,0.1010107294845581,True,REGULAR,USD
SPXW250917P06475000,2025-08-22 15:54:33+00:00,6475.0,72.9,71.8,73.0,-37.65,-34.056988,11.0,37,0.10000747413635255,True,REGULAR,USD
SPXW250917P06480000,2025-08-18 17:19:57+00:00,6480.0,92.52,73.7,75.0,0.0,0.0,5.0,10,0.09906525333404541,True,REGULAR,USD
SPXW250917P06490000,2025-08-20 07:10:43+00:00,6490.0,122.3,78.0,79.1,0.0,0.0,6.0,92,0.0970587426376343,True,REGULAR,USD
SPXW250917P06500000,2025-08-22 17:31:12+00:00,6500.0,81.4,82.2,83.5,-76.189995,-48.346977,16.0,12,0.09511708114624026,True,REGULAR,USD
SPXW250917P06510000,2025-08-22 15:23:23+00:00,6510.0,85.86,86.9,88.2,-25.559998,-22.940224,78.0,45,0.09322310289382935,True,REGULAR,USD
SPXW250917P06520000,2025-08-18 13:41:07+00:00,6520.0,112.39,91.8,93.1,0.0,0.0,18.0,30,0.09121087020874025,True,REGULAR,USD
SPXW250917P06525000,2025-08-18 14:20:30+00:00,6525.0,115.37,94.4,95.7,0.0,0.0,38.0,197,0.0902686494064331,True,REGULAR,USD
SPXW250917P06530000,2025-08-18 13:40:53+00:00,6530.0,117.94,97.0,98.3,0.0,0.0,8.0,10,0.08920817417144776,True,REGULAR,USD
SPXW250917P06550000,2025-08-19 16:22:04+00:00,6550.0,146.04,108.3,109.6,0.0,0.0,1.0,20,0.08516463550567628,True,REGULAR,USD
SPXW250917P06575000,2025-08-13 18:29:20+00:00,6575.0,120.91,120.6,129.2,-20.619995,-14.569346,1.0,24,0.08703381847381593,True,REGULAR,USD
SPXW250917P06600000,2025-08-20 19:31:42+00:00,6600.0,137.63,137.6,146.7,-61.17,-30.769617,1.0,3,0.0821853867340088,True,REGULAR,USD
