contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPXW250930C01200000,2025-07-07 20:01:42+00:00,1200.0,5024.11,5174.0,5184.1,0.0,0.0,48.0,101,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C01400000,2025-08-04 14:58:12+00:00,1400.0,4909.32,0.0,0.0,0.0,0.0,2.0,43,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C01600000,2025-07-07 19:25:10+00:00,1600.0,4620.71,4776.6,4786.4,0.0,0.0,36.0,57,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C01800000,2025-06-20 15:18:25+00:00,1800.0,4184.78,0.0,0.0,0.0,0.0,6.0,4,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C02000000,2025-07-03 16:54:04+00:00,2000.0,4281.75,0.0,0.0,0.0,0.0,,4,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C02200000,2025-08-13 13:36:19+00:00,2200.0,4271.27,0.0,0.0,0.0,0.0,3.0,2,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C02400000,2024-10-22 15:32:52+00:00,2400.0,3508.91,3621.9,3654.4,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C03000000,2025-08-11 16:58:35+00:00,3000.0,3400.74,0.0,0.0,0.0,0.0,4.0,5,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C03100000,2025-08-01 18:08:55+00:00,3100.0,3133.3,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C03500000,2024-10-28 17:58:48+00:00,3500.0,2463.71,2603.3,2636.3,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C03600000,2025-07-09 13:30:04+00:00,3600.0,2674.8,2798.6,2826.6,0.0,0.0,1.0,23,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C03700000,2024-10-28 17:50:07+00:00,3700.0,2275.13,2414.5,2446.7,0.0,0.0,,38,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C03800000,2024-10-28 17:58:48+00:00,3800.0,2183.86,2320.4,2352.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C03900000,2025-04-15 16:00:27+00:00,3900.0,1620.21,2068.0,2076.1,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C04000000,2025-04-07 15:24:12+00:00,4000.0,1131.4,1714.6,1742.6,0.0,0.0,7.0,2508,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C04050000,2024-09-25 17:00:38+00:00,4050.0,1832.7,1909.5,1942.6,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPXW250930C04075000,2025-05-15 19:22:02+00:00,4075.0,1899.55,1904.0,1995.3,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
