contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPXW250910C05100000,2025-08-08 19:53:35+00:00,5100.0,1301.27,0.0,0.0,0.0,0.0,2.0,2,1.0000000000000003e-05,True,REGULAR,USD
SPXW250910C06100000,2025-08-20 18:27:35+00:00,6100.0,303.95,369.5,393.5,0.0,0.0,1.0,3,0.24420540348052983,True,REGULAR,USD
SPXW250910C06175000,2025-08-22 15:34:10+00:00,6175.0,321.4,297.7,321.7,-5.700012,-1.7425901,8.0,8,0.21753712158203126,True,REGULAR,USD
SPXW250910C06200000,2025-08-20 17:26:23+00:00,6200.0,219.94,274.2,298.2,0.0,0.0,4.0,2,0.20910672492980953,True,REGULAR,USD
SPXW250910C06220000,2025-08-13 14:10:33+00:00,6220.0,288.07,255.5,279.5,0.0,0.0,,2,0.20228611442565916,True,REGULAR,USD
SPXW250910C06225000,2025-08-14 16:14:43+00:00,6225.0,261.9,250.9,274.9,0.0,0.0,1.0,1,0.20071828952789306,True,REGULAR,USD
SPXW250910C06250000,2025-08-20 17:26:23+00:00,6250.0,177.77,227.9,251.9,0.0,0.0,4.0,7,0.19252440174102786,True,REGULAR,USD
SPXW250910C06260000,2025-08-11 15:50:00+00:00,6260.0,194.33,219.0,242.8,0.0,0.0,,10,0.18931627342224125,True,REGULAR,USD
SPXW250910C06275000,2025-08-22 13:44:50+00:00,6275.0,176.3,205.3,229.3,1.1500092,0.6565853,1.0,11,0.18463568668365476,True,REGULAR,USD
SPXW250910C06280000,2025-08-20 19:48:51+00:00,6280.0,174.27,200.8,224.8,3.430008,2.0077312,1.0,3,0.1830220858764648,True,REGULAR,USD
SPXW250910C06290000,2025-08-22 17:16:33+00:00,6290.0,208.88,195.9,211.9,66.68001,46.89171,2.0,3,0.17115849601745606,True,REGULAR,USD
SPXW250910C06300000,2025-08-12 19:35:43+00:00,6300.0,196.2,187.0,203.0,0.0,0.0,25.0,37,0.16810295406341558,True,REGULAR,USD
SPXW250910C06310000,2025-08-21 16:29:41+00:00,6310.0,123.72,178.3,194.3,0.0,0.0,1.0,10,0.1653373262023926,True,REGULAR,USD
